Jacqueline,Lopez,F,78 Dixon Lane,El Centro,jlopez@demivee.com,6.04422E+14,maestro,$322008.46,27
Dorothy,Hall,M,65 Elgar Drive,Sand City,dhall@gabcube.net,5602222278882262,bankcard,$678810.59,28
Sean,Evans,F,0360 Oxford Avenue,Ukiah,sevans@babblestorm.mil,3588305134046801,jcb,$516622.60,29
Roy,Allen,F,65 Fisk Circle,Daly City,rallen@kamba.info,675958611298638722,switch,$10429.19,30
Pamela,Armstrong,F,87 Derek Center,Rosemead,parmstrong@zoomzone.name,3557694229656088,jcb,$770576.35,31
Lisa,Reyes,F,6926 Merry Trail,Sierra Madre,lreyes@jazzy.org,6380194122470881,instapayment,$279487.79,32
Christine,Moore,F,28660 Gerald Way,Laguna Hills,cmoore@tagcat.info,3584626199436601,jcb,$724300.03,33
Christine,Stanley,F,9627 Hollow Ridge Street,Lathrop,cstanley@trunyx.com,3575162801504249,jcb,$75274.13,34
Evelyn,Hansen,M,18483 Blackbird Place,Mountain View,ehansen@cogibox.mil,3.58989E+15,jcb,$228756.81,35
Edward,Robertson,M,4253 Eagan Court,Simi Valley,erobertson@quatz.mil,3.74623E+14,americanexpress,$463996.92,36
Steven,Matthews,F,67159 Buena Vista Parkway,Ceres,smatthews@youspan.info,3547507081878306,jcb,$788966.88,37
Sara,Young,F,42858 Jay Road,Temecula,syoung@jetwire.net,5602237767008112,bankcard,$12444.11,38
Victor,Ross,F,553 Hoepker Way,West Sacramento,vross@bluejam.com,3576068449814305,jcb,$66137.46,39
Philip,Gray,F,55581 Loomis Lane,Clearlake,pgray@meezzy.gov,6763513744538295,maestro,$709857.91,40
Joan,Cooper,M,312 Crest Line Place,Santa Clara,jcooper@zoombeat.info,5602239183682451880,china-unionpay,$38327.14,41
Larry,Reyes,M,35 Orin Avenue,Palmdale,lreyes@camimbo.name,3544254053528352,jcb,$89837.68,42
Rose,Fields,M,24574 Sundown Alley,Modesto,rfields@jabbertype.com,3584315854503349,jcb,$-8415.02,43
Donald,Rose,M,8 Garrison Avenue,Del Mar,drose@quatz.org,3.00766E+13,diners-club-carte-blanche,$450243.83,44
Antonio,Bennett,M,2 Rigney Point,Suisun City,abennett@livetube.biz,3.37942E+14,americanexpress,$446180.22,45
Howard,Perkins,M,384 Jenna Hill,Carson,hperkins@vinte.mil,3.66197E+13,diners-club-international,$644986.56,46
Gloria,Alexander,F,5960 Manitowish Trail,Rio Dell,galexander@feedmix.name,3589598929407373,jcb,$424043.27,47
Bonnie,Bradley,M,400 Canary Pass,Garden Grove,bbradley@dynazzy.name,5108751648842753,mastercard,$144160.96,48
Julie,Nelson,M,0892 Declaration Way,Torrance,jnelson@oyondu.gov,3.04537E+13,diners-club-carte-blanche,$940244.24,49
Nicholas,Wood,F,69 Eggendart Road,Emeryville,nwood@jabberstorm.edu,3577290580612012,jcb,$663427.98,50
Sean,Willis,F,6 Kipling Alley,Sausalito,swillis@rhynyx.net,3562543461479084,jcb,$349943.14,51
Debra,Bell,F,1939 Melvin Trail,Hercules,dbell@wikido.biz,3575265996408421,jcb,$515402.68,52
Deborah,Barnes,M,78 Johnson Parkway,Hayward,dbarnes@trudoo.com,6370810479993892,instapayment,$630080.05,53
Donna,Medina,F,35939 Maple Wood Plaza,Loma Linda,dmedina@leenti.net,3582971273212516,jcb,$880902.24,54
Sean,Kelley,F,6382 Forest Dale Crossing,Victorville,skelley@skinte.biz,3561495265306859,jcb,$141467.19,55
Aaron,Bishop,M,201 Morning Lane,Arcadia,abishop@livetube.info,3.03749E+13,diners-club-carte-blanche,$201043.75,56
Emily,Gomez,M,793 Harbort Terrace,Loyalton,egomez@blogtag.gov,4.74481E+12,visa,$698588.48,57
Carlos,Hudson,M,52856 Kipling Court,Sonora,chudson@fivechat.net,3587454848573766,jcb,$349225.25,58
Doris,Richards,F,27 Nova Lane,La Palma,drichards@jabberstorm.name,5470187441319931,diners-club-us-ca,$733579.45,59
Ernest,Nelson,F,0757 Paget Lane,Hughson,enelson@tagcat.edu,3563036237787889,jcb,$123466.34,60
Tammy,Parker,M,6 Pennsylvania Terrace,Compton,tparker@eare.info,3542376463226087,jcb,$489516.59,61
Joshua,Russell,F,30 Dennis Hill,Beverly Hills,jrussell@jabbersphere.edu,3577700555361411,jcb,$515611.06,62
Rebecca,Bell,F,9519 Truax Place,Azusa,rbell@reallinks.mil,3.0283E+13,diners-club-carte-blanche,$600369.33,63
Irene,Stone,F,90 Mitchell Terrace,Fremont,istone@meeveo.org,6331104262409974668,switch,$816385.47,64
Stephen,Johnson,F,72 3rd Center,Cathedral City,sjohnson@ailane.info,060491028845965863,maestro,$813768.59,65
Russell,Miller,F,25438 Commercial Park,Hermosa Beach,rmiller@wikivu.info,3548491011153081,jcb,$809909.39,66
Anna,Price,M,79 Lukken Place,Lafayette,aprice@bubblebox.gov,5007663046132681,mastercard,$406135.79,67
Pamela,Morgan,F,582 Buena Vista Crossing,Gonzales,pmorgan@oloo.edu,5602227250963956,bankcard,$483791.39,68
Christopher,Hall,M,9243 Bluestem Way,Malibu,chall@katz.gov,3586433930241079,jcb,$755281.55,69
Larry,Hanson,F,157 Carey Center,Dana Point,lhanson@flashset.gov,3556468140052813,jcb,$949772.39,70
Amanda,Woods,F,183 Daystar Road,King City,awoods@browsezoom.name,3.72302E+14,americanexpress,$27586.20,71
Matthew,Daniels,M,48534 Buell Plaza,Portola,mdaniels@buzzbean.gov,2.01409E+14,diners-club-enroute,$990902.67,72
George,Perry,M,20 Hoffman Parkway,Vista,gperry@talane.net,3551582376008201,jcb,$776392.80,73
Janet,Hughes,F,58 Washington Avenue,Aliso Viejo,jhughes@topicstorm.biz,3555954027475699,jcb,$388751.22,74
Louis,Davis,M,10 Lukken Plaza,Lake Elsinore,ldavis@eadel.edu,670924031614134011,laser,$569796.96,75
Robin,Morales,M,3280 Canary Alley,Fort Jones,rmorales@flipstorm.info,5641825102567413342,switch,$362753.03,76
Rose,Harper,F,66 Onsgard Center,Del Rey Oaks,rharper@jayo.biz,6767120854488124754,solo,$15846.62,77
Jane,Gardner,M,39609 Parkside Circle,Hayward,jgardner@edgeify.edu,3.0251E+13,diners-club-carte-blanche,$491849.01,78
Sandra,Frazier,M,935 Hallows Pass,Norwalk,sfrazier@rhybox.com,58930447616828303,maestro,$218156.62,79
James,Washington,M,59982 Sommers Road,Palm Desert,jwashington@fliptune.info,3.53239E+15,jcb,$610.89,80
Keith,Franklin,F,02113 Fuller Avenue,Tiburon,kfranklin@mudo.com,3.54827E+15,jcb,$659762.76,81
Margaret,Grant,M,7 Vermont Crossing,Redlands,mgrant@dabvine.biz,3.05333E+13,diners-club-carte-blanche,$-52.83,82
Amy,Wheeler,F,670 Mariners Cove Lane,Calistoga,awheeler@yombu.edu,3546816779889835,jcb,$63093.02,83
Barbara,Long,F,59321 Little Fleur Place,Capitola,blong@tagchat.org,3.01622E+13,diners-club-carte-blanche,$578918.67,84
Larry,Ryan,M,38732 Sachs Park,Laguna Niguel,lryan@cogibox.net,5010121345184577,mastercard,$549782.31,85
Ronald,Mason,F,88968 Pankratz Park,Corte Madera,rmason@babbleblab.org,3.60173E+13,diners-club-international,$195033.58,86
William,Jones,F,17739 Sloan Alley,Hillsborough,wjones@edgepulse.name,3.55849E+15,jcb,$401142.22,87
Eric,Fowler,M,18470 Union Parkway,South El Monte,efowler@twitterworks.name,3575382218662071,jcb,$440376.70,88
Robert,Wagner,M,48920 Riverside Point,Orinda,rwagner@gabtype.mil,3569948161790651,jcb,$208271.90,89
Shirley,Collins,M,58893 Utah Place,La Verne,scollins@trudoo.biz,3582766640817744,jcb,$901509.78,90
Alice,Simmons,F,74 Tennessee Center,Seaside,asimmons@skipstorm.biz,3546462143059803,jcb,$968547.41,91
Lisa,Simpson,F,7729 Crownhardt Drive,Ontario,lsimpson@brainlounge.com,3535780894157143,jcb,$661503.73,92
Benjamin,Phillips,M,51 Schlimgen Street,Santa Clarita,bphillips@rhybox.edu,3551746147439769,jcb,$430698.94,93
Ruth,Gutierrez,F,8 Ridgeview Alley,Imperial Beach,rgutierrez@livez.mil,3533239984569339,jcb,$374100.16,94
Jessica,Frazier,M,9620 Delladonna Terrace,Rialto,jfrazier@skajo.biz,4911639132920252,switch,$938194.71,95
Earl,Garrett,M,0 Dapin Circle,San Juan Bautista,egarrett@oodoo.edu,3576710171620984,jcb,$962228.33,96
Virginia,Duncan,F,63 Pine View Avenue,Rocklin,vduncan@skiba.gov,3561023341366943,jcb,$835599.02,97
Ernest,Hayes,F,43135 Moulton Trail,Colusa,ehayes@realcube.org,3589732304213821,jcb,$331755.19,98
Wanda,Williams,F,59 Derek Center,Exeter,wwilliams@meevee.name,3580853544361649,jcb,$934941.47,99
Gerald,Stevens,F,269 Raven Avenue,Pico Rivera,gstevens@photojam.net,2.01591E+14,diners-club-enroute,$70611.84,100
Deborah,Nguyen,F,602 Farmco Crossing,Fillmore,dnguyen@riffpedia.name,3561314512257254,jcb,$905087.71,101
Harold,Montgomery,F,5 Sauthoff Crossing,Hemet,hmontgomery@muxo.mil,2.01516E+14,diners-club-enroute,$458145.87,102
Dennis,Mcdonald,M,74 Sherman Hill,Cloverdale,dmcdonald@meejo.org,3537291324999136,jcb,$814407.13,103
Ruth,Mccoy,M,2216 Warbler Street,Poway,rmccoy@snaptags.name,5893821973597477,maestro,$824207.86,104
Frank,Hayes,M,13 Thierer Way,Hayward,fhayes@innoz.gov,3571277779412326,jcb,$754810.67,105
Mildred,Andrews,F,5418 Dunning Park,La Puente,mandrews@jabbersphere.info,677108710062433735,laser,$703986.20,106
Marilyn,Coleman,F,84 Canary Center,Suisun City,mcoleman@zoombeat.mil,633420440730611728,solo,$243654.65,107
Jeremy,Lee,F,3 Shopko Terrace,Cotati,jlee@zoonoodle.mil,5100175840164592,mastercard,$546061.97,108
Antonio,Dixon,F,2037 Hovde Terrace,Signal Hill,adixon@meetz.name,3.55937E+15,jcb,$43253.71,109
Roy,Mendoza,M,1191 Nevada Street,Imperial Beach,rmendoza@shufflebeat.net,3565736490353547,jcb,$-4276.48,110
Jane,Rogers,F,75 Prentice Pass,Emeryville,jrogers@wordpedia.com,3585741254753524,jcb,$140186.13,111
Paul,Long,M,48592 Sloan Road,Calistoga,plong@gevee.org,3577846373050346,jcb,$772486.17,112
Jose,Greene,F,309 Eliot Road,Malibu,jgreene@brainlounge.gov,3536469606225252,jcb,$899374.36,113
Ruby,Flores,M,00 Debs Place,Cerritos,rflores@jayo.name,3545447686329565,jcb,$307051.27,114
Ernest,Allen,M,34195 Transport Alley,Albany,eallen@zoovu.info,4913399208816888,visa-electron,$616669.79,115
George,King,M,774 Declaration Point,Oakley,gking@camido.info,3589712769583942,jcb,$551261.49,116
Doris,Shaw,F,67351 Anderson Lane,Brea,dshaw@quimba.gov,3580898162592991,jcb,$840229.74,117
Donald,Taylor,F,1 Clove Circle,Fountain Valley,dtaylor@edgepulse.org,3535270444877267,jcb,$470737.41,118
Frank,Owens,F,56327 Anthes Way,Petaluma,fowens@innotype.net,676759686989926403,solo,$556013.16,119
Rebecca,Reed,M,02 Scott Hill,Weed,rreed@photofeed.mil,5602236507769223,bankcard,$467081.05,120
Bonnie,Flores,M,0 Carey Center,Willows,bflores@ntags.gov,5602222247572358,bankcard,$531178.43,121
Rachel,Little,F,3933 Eliot Court,Santa Clara,rlittle@skaboo.mil,3551755659187013,jcb,$731612.84,122
Carol,Long,F,01 Chinook Pass,Sonora,clong@youfeed.biz,2.01657E+14,diners-club-enroute,$74119.73,123
Jeremy,Dean,F,9051 Carberry Plaza,Half Moon Bay,,3546319079143417,jcb,$130068.12,124
Heather,Chapman,F,855 Loomis Plaza,Petaluma,hchapman@brainbox.org,3563895046296584,jcb,$902359.64,125
Rose,Harrison,M,56 Northridge Terrace,Mission Viejo,rharrison@flashset.edu,5114925715761011,mastercard,$944796.38,126
Ann,Bowman,F,05497 Golf Junction,Galt,abowman@tagtune.mil,5.61014E+15,bankcard,$354393.71,127
Frances,Collins,F,23 Mcguire Hill,Walnut Creek,fcollins@twinder.gov,5002351051700163,mastercard,$114205.81,128
Gerald,Bradley,F,0 Judy Plaza,Patterson,gbradley@mycat.com,3579644557956109,jcb,$452569.94,129
Margaret,Medina,F,87 Browning Drive,San Leandro,mmedina@jatri.com,3578723910208316,jcb,$901102.50,130
Martin,Jordan,M,60370 Mesta Lane,Palos Verdes Estates,mjordan@tanoodle.gov,3565220571262984,jcb,$785688.56,131
Aaron,Webb,M,24969 Hoard Street,Vallejo,,6761903538495049510,maestro,$344396.50,132
Timothy,Warren,F,3409 Butternut Road,Chula Vista,twarren@linkbuzz.info,3547823678731992,jcb,$60434.47,133
Janet,Jacobs,F,48 Dottie Crossing,Corning,jjacobs@livez.gov,5242133564078984,mastercard,$453545.62,134
Donna,Chapman,F,85099 Carey Lane,Lodi,dchapman@tagtune.edu,3533728532756851,jcb,$37822.69,135
Judy,Williams,M,085 Cherokee Drive,Placentia,jwilliams@buzzbean.org,3545119561380076,jcb,$62194.39,136
Victor,Hicks,M,06795 7th Park,Blythe,vhicks@gabtype.biz,3559209239415447,jcb,$420089.65,137
Katherine,Hanson,F,2276 Carberry Way,Calexico,khanson@skajo.gov,3.55484E+15,jcb,$224259.54,138
Thomas,Anderson,F,56 Rowland Circle,San Anselmo,tanderson@jetwire.name,3544428988336145,jcb,$900228.88,139
Walter,Roberts,M,66 Grayhawk Center,McFarland,wroberts@zoomdog.mil,3537698719429299,jcb,$385928.12,140
Sharon,Cooper,F,7 Arrowood Court,Morro Bay,scooper@fanoodle.info,3.69884E+13,diners-club-international,$232001.07,141
Amanda,Burke,F,418 Service Trail,Gardena,aburke@jaxspan.biz,3568654312160676,jcb,$514535.42,142
Steve,Peters,F,96 7th Point,Laguna Woods,speters@browsecat.net,5007665211640778,mastercard,$390538.78,143
Virginia,Miller,M,610 Bultman Crossing,Dunsmuir,vmiller@roombo.info,3.5326E+15,jcb,$636200.81,144
Irene,Reid,F,71301 Algoma Place,Sutter Creek,ireid@zoomdog.biz,3.57216E+15,jcb,$501188.74,145
Alan,Flores,M,8 Pine View Center,Eureka,aflores@lajo.com,3580735734504577,jcb,$852299.62,146
Carolyn,Martinez,M,96209 Coleman Circle,La Mesa,cmartinez@devshare.com,3546284484452433,jcb,$354445.36,147
Victor,White,F,274 Manley Plaza,Rancho Santa Margarita,vwhite@pixonyx.net,3551727163039238,jcb,$326200.68,148
Dorothy,Smith,M,84 Eastlawn Alley,Atwater,dsmith@dazzlesphere.org,3.56497E+15,jcb,$835941.22,149
Lillian,Evans,F,71256 Veith Road,Benicia,levans@dabfeed.org,3573496242106491,jcb,$951482.38,150
Anthony,Wood,M,503 Karstens Crossing,Perris,awood@skimia.com,3582305967327258,jcb,$773188.36,151
Stephanie,Palmer,F,088 Cherokee Hill,Duarte,spalmer@jamia.gov,3.67819E+13,diners-club-international,$407443.37,152
Raymond,Fowler,M,8 Sunnyside Way,Pinole,rfowler@devcast.biz,633450922658960305,solo,$691071.93,153
Richard,Bailey,F,862 Menomonie Court,Laguna Niguel,rbailey@eabox.gov,56109460985534922,china-unionpay,$402328.89,154
Mildred,Hudson,M,27637 West Terrace,Greenfield,mhudson@topicshots.info,3570311219779449,jcb,$58133.21,155
Helen,Sims,M,0934 Knutson Terrace,La Palma,hsims@edgewire.mil,3546061101459102,jcb,$855765.58,156
Theresa,Smith,F,52 Northport Park,West Covina,tsmith@gabspot.info,4508730209866954,visa-electron,$102451.31,157
Carlos,Ward,M,4 Barby Crossing,Saratoga,cward@zoomlounge.gov,3.58347E+15,jcb,$68951.09,158
Christine,Nelson,M,41046 Dixon Road,Roseville,cnelson@brainlounge.com,3558832772748485,jcb,$50918.82,159
Ronald,Marshall,F,50976 Corscot Lane,Calipatria,rmarshall@lazzy.gov,5610914771938977,bankcard,$770155.18,160
Evelyn,Turner,F,69310 Carey Street,Oakland,eturner@feedspan.biz,677193095336472321,laser,$709732.23,161
Amanda,Wagner,M,82943 Forest Road,Corcoran,awagner@skyvu.edu,56022453099403112,china-unionpay,$339115.26,162
Carl,Alexander,F,753 Mendota Court,Amador City,calexander@centizu.name,5337706208512884,mastercard,$643597.02,163
Julie,Holmes,M,65 Center Circle,Galt,jholmes@devpulse.gov,5602216815038842,bankcard,$330296.69,164
Scott,Snyder,F,4 Packers Street,Costa Mesa,ssnyder@jabbercube.com,5100144834144515,mastercard,$915145.96,165
Phillip,Hunter,M,5 Pearson Junction,Santa Clarita,phunter@voonte.biz,3556899435807034,jcb,$710323.00,166
Kathy,Medina,M,192 Debra Road,Mendota,kmedina@layo.info,2.0182E+14,diners-club-enroute,$828604.50,167
Betty,Russell,M,6 Mifflin Avenue,Palos Verdes Estates,brussell@thoughtstorm.net,3543935304125375,jcb,$40248.38,168
Ralph,Robertson,M,90 Beilfuss Center,Sebastopol,rrobertson@flipbug.info,4.91758E+15,visa-electron,$453596.04,169
Michelle,Robertson,F,7 Vernon Drive,Westminster,mrobertson@shufflester.biz,3556869007157431,jcb,$564978.74,170
Craig,Williamson,F,6822 Pond Pass,National City,cwilliamson@tagcat.mil,3545669369169386,jcb,$38822.78,171
Fred,West,M,3813 Utah Avenue,Baldwin Park,fwest@twitterbeat.net,3532674832017407,jcb,$858139.13,172
Catherine,Williams,F,660 1st Pass,Mission Viejo,cwilliams@blogtags.edu,3587105591617669,jcb,$567057.98,173
Stephen,Campbell,F,9392 Bobwhite Point,Huntington Beach,scampbell@jabberbean.com,6396315277566536,instapayment,$511275.72,174
Carl,Reid,M,40 Hagan Point,Shafter,creid@oodoo.biz,56022102046067005,china-unionpay,$855903.98,175
Linda,Morris,M,6 Twin Pines Lane,Burbank,lmorris@jabberbean.name,3.57456E+15,jcb,$187977.21,176
Deborah,Hayes,M,6 Kedzie Avenue,Petaluma,dhayes@skaboo.info,3546899200436244,jcb,$109135.36,177
Russell,Peters,M,2489 Petterle Circle,Santa Clarita,rpeters@twitterlist.info,3586075034519486,jcb,$732008.57,178
Todd,Gordon,M,30 Clyde Gallagher Lane,Huntington Beach,,3582582728653814,jcb,$220490.87,179
Joyce,Anderson,F,1 Forest Run Hill,Tehachapi,janderson@kimia.gov,5602256040848656,bankcard,$146966.65,180
Amy,Lawson,M,9305 Cascade Plaza,Ridgecrest,alawson@youspan.mil,3.37942E+14,americanexpress,$232041.50,181
Judith,Romero,M,687 International Hill,Atwater,jromero@yodel.mil,3.74623E+14,americanexpress,$566171.16,182
Matthew,Cruz,M,2 Glacier Hill Alley,Montebello,mcruz@kayveo.gov,3581609144903936,jcb,$690017.51,183
Laura,Moreno,F,1758 Iowa Center,Palos Verdes Estates,lmoreno@skynoodle.org,5007667046868319,mastercard,$270085.86,184
Craig,Knight,F,74313 Longview Crossing,Santee,cknight@mybuzz.edu,3576710004849842,jcb,$857799.40,185
Carlos,Ray,F,06973 Melody Point,Cupertino,cray@leenti.gov,3.0481E+13,diners-club-carte-blanche,$740962.06,186
Steven,Taylor,F,3 Prairieview Trail,Laguna Beach,staylor@riffpath.info,493658056167351232,switch,$794467.29,187
Martin,Sanders,F,67 Milwaukee Court,Concord,msanders@photospace.name,67715180491680125,laser,$75871.58,188
Wanda,Powell,M,85 Little Fleur Way,Pacific Grove,wpowell@blogspan.biz,3.74283E+14,americanexpress,$767021.75,189
Tina,Stevens,F,175 Moland Pass,Temple City,tstevens@yoveo.org,490331527745111471,switch,$880807.92,190
Patricia,West,M,01022 Muir Lane,Anaheim,pwest@gabvine.gov,3536798758011429,jcb,$107845.15,191
Randy,Jackson,M,4655 Brown Parkway,San Pablo,rjackson@voomm.org,3529449150533011,jcb,$742861.34,192
Tina,Henderson,F,31 Bayside Park,Waterford,thenderson@gabtune.mil,3572905734912936,jcb,$695909.23,193
Jennifer,Hart,M,27727 Butternut Parkway,Bakersfield,jhart@vinte.net,3564412754653722,jcb,$133369.68,194
Deborah,Cruz,M,379 Bellgrove Avenue,San Francisco,dcruz@katz.mil,3575330091461269,jcb,$255771.28,195
Gerald,Nguyen,F,6246 Walton Pass,San Marcos,gnguyen@eire.mil,3574461394245785,jcb,$132062.29,196
Denise,Bell,M,04 Maywood Parkway,Sausalito,dbell@jaxbean.com,5.20022E+15,mastercard,$419618.51,197
Billy,Dixon,F,10 Stoughton Point,Vista,bdixon@twitterworks.biz,3.74284E+14,americanexpress,$405649.67,198
Jason,Armstrong,F,04855 Talisman Crossing,Buena Park,jarmstrong@twitterwire.biz,3.02392E+13,diners-club-carte-blanche,$574044.99,199
Nancy,Romero,F,467 Old Gate Place,Salinas,nromero@gigashots.gov,5423548706138233,diners-club-us-ca,$78239.97,200
Carl,Fernandez,F,74 Russell Circle,Petaluma,cfernandez@rhynoodle.com,676761751794215669,solo,$865508.15,201
Brandon,Rivera,F,66 Mendota Road,Ferndale,brivera@yozio.biz,3534151856067418,jcb,$132497.75,202
Julie,Vasquez,M,09486 Northland Center,Livingston,jvasquez@quinu.com,6.04935E+14,maestro,$491798.68,203
Jane,Gutierrez,M,513 Hooker Court,Exeter,jgutierrez@devshare.edu,67626876638886024,maestro,$-909.54,204
Kathy,Turner,M,698 Kensington Pass,Claremont,kturner@dabjam.edu,2.01829E+14,diners-club-enroute,$696238.45,205
Joan,Austin,M,7 Nelson Drive,Mendota,jaustin@wikibox.com,4175002890013474,visa-electron,$7594.85,206
Albert,Armstrong,F,3034 Coleman Park,Arcata,aarmstrong@cogilith.net,4913249711972829,visa-electron,$359415.43,207
Jeffrey,Nelson,M,4794 Melby Pass,Cotati,jnelson@youspan.net,5602254604343305,china-unionpay,$662884.85,208
Susan,Bowman,F,0 Stuart Parkway,Point Arena,sbowman@yakidoo.net,3583052099765737,jcb,$-1329.04,209
Cheryl,Cook,M,042 Merry Lane,Cupertino,ccook@rooxo.com,4041593657982911,visa,$95446.26,210
Teresa,Lopez,F,5352 Thackeray Drive,Live Oak,tlopez@yadel.info,633110798816517399,switch,$590441.27,211
Denise,Cunningham,F,0027 Towne Center,Temple City,dcunningham@dabjam.gov,3567871900497754,jcb,$592522.77,212
Lois,Roberts,M,63 Mayfield Terrace,San Bernardino,lroberts@tagtune.mil,3567660701410102,jcb,$45583.13,213
Adam,Armstrong,M,4713 Kinsman Junction,San Leandro,aarmstrong@twitternation.edu,3585962756779201,jcb,$763748.05,214
Kathleen,Adams,M,237 Kings Drive,Avalon,kadams@thoughtworks.name,630448802283745639,maestro,$141957.17,215
Irene,Burton,F,676 Mallory Lane,Ventura,iburton@topicshots.com,3553779477177772,jcb,$84623.81,216
Christina,Gordon,M,2 Magdeline Point,Monterey,cgordon@yodoo.biz,6759602278005564397,maestro,$40372.53,217
James,Franklin,F,87 Vahlen Way,San Pablo,jfranklin@pixonyx.com,4026587424902557,visa-electron,$790201.39,218
Andrea,Anderson,M,5 Bowman Road,Ione,aanderson@jaxspan.edu,6333337094055277384,switch,$963047.23,219
Helen,Bishop,M,997 Cottonwood Court,Oxnard,hbishop@camido.org,3.03879E+13,diners-club-carte-blanche,$754043.74,220
Edward,Cook,M,50615 Granby Lane,Plymouth,ecook@divavu.gov,3529822831847051,jcb,$847819.13,221
Arthur,Jones,M,745 Alpine Lane,Weed,ajones@ntags.org,5272263291951246,mastercard,$846879.58,222
Patricia,Rogers,F,0 Coolidge Pass,Hayward,progers@zooxo.biz,2.01431E+14,diners-club-enroute,$855237.20,223
Philip,Rodriguez,F,8 Annamark Crossing,Oakley,prodriguez@blogtags.net,5020109429699710699,maestro,$533195.58,224
Joe,Diaz,F,27628 Marquette Plaza,Rancho Cucamonga,jdiaz@zoombox.org,3544546742157703,jcb,$564332.64,225
Melissa,Hansen,F,7 American Court,Montague,mhansen@topiczoom.biz,3.02222E+13,diners-club-carte-blanche,$504755.56,226
Katherine,Hart,M,50968 Miller Plaza,Merced,khart@voomm.info,5108757285881384,mastercard,$281589.36,227
Michael,Johnson,F,0126 Schiller Place,Lafayette,mjohnson@agimba.edu,3557871416536154,jcb,$819163.00,228
Rose,Wallace,F,34 Chive Alley,Paramount,rwallace@devcast.mil,676327116789028393,maestro,$330964.31,229
Christopher,Andrews,M,43013 Randy Alley,Pomona,candrews@devpoint.gov,3555410243168378,jcb,$671130.21,230
Billy,Lane,F,4568 Birchwood Drive,Del Rey Oaks,blane@dazzlesphere.edu,3533303413944693,jcb,$275077.95,231
Christine,Jackson,M,291 Gina Trail,Lancaster,cjackson@dynabox.edu,3575211596955387,jcb,$602258.59,232
Katherine,Fernandez,F,0 Thackeray Hill,City of Commerce,kfernandez@eayo.com,3.43525E+14,americanexpress,$36321.31,233
James,Day,F,45 Duke Parkway,Montclair,jday@pixope.name,3.03888E+13,diners-club-carte-blanche,$172824.15,234
